Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,class,attackType,attackID,attackDescription
2017-03-14 17:43:57.172,81412.697,TCP  ,EXT_SERVER,8082,OPENSTACK_NET,56978,    3057,   2.1 M,    1,.AP...,  0,normal,---,---,---
2017-03-14 17:43:57.172,81412.697,TCP  ,OPENSTACK_NET,56978,EXT_SERVER,8082,    4748,   2.5 M,    1,.AP...,  0,normal,---,---,---
2017-03-14 17:43:26.135,81504.787,TCP  ,EXT_SERVER,8082,OPENSTACK_NET,56979,    8639,   9.1 M,    1,.AP...,  0,normal,---,---,---
2017-03-14 17:43:26.135,81504.787,TCP  ,OPENSTACK_NET,56979,EXT_SERVER,8082,   12024,  10.3 M,    1,.AP...,  0,normal,---,---,---
2017-03-14 18:17:09.005,82100.692,TCP  ,EXT_SERVER,8082,OPENSTACK_NET,51649,   11012,  27.2 M,    1,.AP.S.,  0,normal,---,---,---
2017-03-14 18:17:09.005,82100.692,TCP  ,OPENSTACK_NET,51649,EXT_SERVER,8082,   14186,   1.2 M,    1,.AP.S.,  0,normal,---,---,---
2017-03-14 19:46:37.327,83640.139,TCP  ,EXT_SERVER,8082,OPENSTACK_NET,37039,    9974,  31.9 M,    1,.AP.S.,  0,normal,---,---,---
2017-03-14 19:46:37.327,83640.139,TCP  ,OPENSTACK_NET,37039,EXT_SERVER,8082,   16476,   1.7 M,    1,.AP.S.,  0,normal,---,---,---
2017-03-14 19:02:42.704,86303.297,TCP  ,EXT_SERVER,8082,OPENSTACK_NET,48380,   10178,  25.2 M,    1,.AP.S.,  0,normal,---,---,---
2017-03-14 19:02:42.704,86303.297,TCP  ,OPENSTACK_NET,48380,EXT_SERVER,8082,   14552,   2.6 M,    1,.AP.S.,  0,normal,---,---,---
2017-03-14 20:17:17.014,87709.785,TCP  ,EXT_SERVER,8082,OPENSTACK_NET,50807,   17031,  52.5 M,    1,.AP.S.,  0,normal,---,---,---
2017-03-14 20:17:17.014,87709.785,TCP  ,OPENSTACK_NET,50807,EXT_SERVER,8082,   24706,   3.5 M,    1,.AP.S.,  0,normal,---,---,---
2017-03-14 17:44:10.042,183356.392,TCP  ,EXT_SERVER,8082,OPENSTACK_NET,60803,   24161,  64.8 M,    1,.AP...,  0,normal,---,---,---
2017-03-14 17:44:10.042,183356.392,TCP  ,OPENSTACK_NET,60803,EXT_SERVER,8082,   34136,   9.8 M,    1,.AP...,  0,normal,---,---,---
2017-03-14 17:43:39.011,183418.493,TCP  ,EXT_SERVER,8082,OPENSTACK_NET,60802,   13266,  33.0 M,    1,.AP...,  0,normal,---,---,---
2017-03-14 17:43:39.011,183418.493,TCP  ,OPENSTACK_NET,60802,EXT_SERVER,8082,   20751,   5.8 M,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:00:10.677,    0.000,TCP  ,10000_214,8830,EXT_SERVER,23,       1,      46,    1,....S.,  0,suspicious,---,---,---
2017-03-15 00:00:10.677,    0.000,TCP  ,EXT_SERVER,23,10000_214,8830,       1,      40,    1,.A.R..,  0,suspicious,---,---,---
2017-03-15 00:00:09.156,   15.420,TCP  ,EXT_SERVER,22,10001_123,4589,      19,    3093,    1,.AP.S.,  0,suspicious,---,---,---
